1 2.27234e-015 -70 -50 0
2 5.31757e-012 -70 -50 0
3 8.35635e-014 -70 -50 0
4 9.52541e-017 -70 -50 0
5 7.31665e-012 -70 -50 0
6 2.64229e-015 -70 -50 0
7 2.21625e-012 -70 -50 0
8 1.01074e-011 -70 -50 0
9 5.97528e-012 -70 -50 0
10 6.09871e-015 -70 -50 0
11 4.59513e-013 -70 -50 0
12 3.17545e-015 -70 -50 0
13 8.57689e-013 -70 -50 0
14 4.14004e-015 -70 -50 0
15 7.74085e-014 -70 -50 0
16 1.55135e-011 -70 -50 0
17 1.40425e-012 -70 -50 0
18 2.94733e-013 -70 -50 0
19 4.37058e-012 -70 -50 0
20 3.45862e-011 -70 -50 0
21 1.76653e-009 -70 -50 0
22 1.63293e-013 -70 -50 0
23 8.04511e-012 -70 -50 0
24 2.22548e-011 -70 -50 0
25 2.52942e-011 -70 -50 0
26 1.82941e-013 -70 -50 0
27 1.21076e-010 -70 -50 0
28 1.48872e-010 -70 -50 0
29 6.69999e-012 -70 -50 0
30 6.85721e-011 -70 -50 0
31 3.98752e-012 -70 -50 0
32 1.22802e-011 -70 -50 0
33 6.77057e-009 -70 -50 0
34 7.98986e-010 -70 -50 0
35 4.53939e-009 -70 -50 0
36 4.26779e-013 -70 -50 0
37 4.59419e-010 -70 -50 0
38 4.02447e-013 -70 -50 0
39 1.72757e-009 -70 -50 0
40 3.50976e-012 -70 -50 0
41 2.56722e-009 -70 -50 0
42 3.3983e-008 -70 -50 0
43 5.15878e-012 -70 -50 0
44 4.33865e-008 -70 -50 0
45 1.80813e-009 -70 -50 0
46 1.14302e-008 -70 -50 0
47 3.34259e-009 -70 -50 0
48 5.62689e-008 -70 -50 0
49 1.54e-008 -70 -50 0
50 5.47522e-008 -70 -50 0
51 1.87464e-009 -70 -50 0
52 2.93609e-010 -70 -50 0
53 2.23067e-009 -70 -50 0
54 2.37829e-008 -70 -50 0
55 9.91686e-011 -70 -50 0
56 9.90083e-009 -70 -50 0
57 8.01306e-011 -70 -50 0
58 9.42093e-009 -70 -50 0
59 4.02601e-007 -70 -50 0
60 1.13434e-010 -70 -50 0
61 1.97918e-010 -70 -50 0
62 2.1841e-007 -70 -50 0
63 1.71327e-009 -70 -50 0
64 1.2221e-009 -70 -50 0
65 4.9246e-007 -70 -50 0
66 6.57627e-007 -70 -50 0
67 2.81199e-008 -70 -50 0
68 7.76089e-009 -70 -50 0
69 1.89878e-007 -70 -50 0
70 9.74518e-010 -70 -50 0
71 1.74456e-006 -70 -50 0
72 9.21496e-007 -70 -50 0
73 1.84547e-006 -70 -50 0
74 2.89006e-006 -70 -50 0
75 1.84448e-009 -70 -50 0
76 9.44386e-010 -70 -50 0
77 7.99998e-010 -70 -50 0
78 7.06998e-007 -70 -50 0
79 1.69513e-008 -70 -50 0
80 7.45781e-008 -70 -50 0
81 3.63929e-008 -70 -50 0
