1 7.95746e-011 -70 -50 0
2 1.07573e-011 -70 -50 0
3 7.80438e-012 -70 -50 0
4 6.65116e-009 -70 -50 0
5 4.06858e-008 -70 -50 0
6 1.20218e-011 -70 -50 0
7 2.23097e-009 -70 -50 0
8 4.7751e-009 -70 -50 0
9 1.3145e-010 -70 -50 0
10 3.9872e-007 -70 -50 0
11 2.94849e-007 -70 -50 0
12 1.33756e-008 -70 -50 0
13 2.04027e-007 -70 -50 0
14 1.28139e-009 -70 -50 0
15 4.73718e-007 -70 -50 0
16 4.94211e-010 -70 -50 0
17 3.96267e-010 -70 -50 0
18 2.67052e-009 -70 -50 0
19 1.24193e-007 -70 -50 0
20 2.24264e-007 -70 -50 0
21 2.3546e-008 -70 -50 0
22 2.32676e-008 -70 -50 0
23 1.54575e-007 -70 -50 0
24 1.00632e-007 -70 -50 0
25 3.01981e-009 -70 -50 0
26 5.07077e-006 -70 -50 0
27 4.34059e-009 -70 -50 0
28 6.80338e-006 -70 -50 0
29 5.72867e-007 -70 -50 0
30 2.4565e-007 -70 -50 0
31 8.46059e-007 -70 -50 0
32 5.34474e-007 -70 -50 0
33 3.16436e-008 -70 -50 0
34 3.32746e-008 -70 -50 0
35 4.54304e-007 -70 -50 0
36 6.68618e-007 -70 -50 0
37 2.14353e-007 -70 -50 0
38 1.24884e-006 -70 -50 0
39 2.69747e-005 -70 -50 0
40 1.69724e-007 -70 -50 0
41 5.62328e-007 -70 -50 0
42 1.49831e-005 -70 -50 0
43 5.36546e-006 -70 -50 0
44 1.98966e-007 -70 -50 0
45 1.02005e-005 -70 -50 0
46 3.55201e-006 -70 -50 0
47 1.39364e-005 -70 -50 0
48 1.55184e-005 -70 -50 0
49 1.2946e-005 -70 -50 0
50 6.62406e-005 -69.9999 -50 0
51 1.10495e-005 -69.9999 -50 0
52 0.000238 -69.9999 -50 0
53 1.73405e-005 -69.9998 -50 0
54 6.0729e-006 -69.9998 -50 0
55 2.96626e-005 -69.9998 -50 0
56 0.00011925 -69.9998 -50 0
57 0.000209174 -69.9997 -50 0
58 1.11544e-005 -69.9996 -50 0
59 6.74328e-006 -69.9996 -50 0
60 2.69266e-006 -69.9996 -50 0
61 0.000470014 -69.9996 -50 0
62 6.27468e-006 -69.9994 -50 0
63 0.00042456 -69.9994 -50 0
64 8.4673e-005 -69.9992 -50 0
65 9.86735e-006 -69.9992 -50 0
66 2.34283e-005 -69.9992 -50 0
67 0.000619846 -69.9992 -50 0
68 6.87962e-005 -69.9989 -50 0
69 0.00144222 -69.9989 -50 0
70 0.00195575 -69.9981 -50 0
71 0.000228742 -69.997 -50 0
72 0.00330534 -69.9971 -50 0
73 0.00039902 -69.9952 -50 0
74 0.000674208 -69.9952 -50 0
75 7.62577e-005 -69.9951 -50 0
76 0.00223805 -69.9953 -50 0
77 0.000393048 -69.9942 -50 0
78 0.00121796 -69.9942 -50 0
79 0.000369051 -69.9938 -50 0
80 0.000136979 -69.9939 -50 0
81 0.00909926 -69.9941 -50 0
82 0.000613587 -69.989 -50 0
83 0.00091193 -69.9892 -50 0
84 0.000952492 -69.9892 -50 0
85 0.00235774 -69.9891 -50 0
86 0.000750356 -69.9883 -50 0
87 0.0034226 -69.9884 -50 0
88 0.0174729 -69.9869 -50 0
89 0.00375519 -69.9772 -50 0
90 0.00713499 -69.9761 -50 0
91 0.00253216 -69.973 -50 0
92 0.00152279 -69.9729 -50 0
93 0.00181684 -69.9733 -50 0
94 0.0232276 -69.9735 -50 0
95 0.00118229 -69.961 -50 0
96 0.0077064 -69.9623 -50 0
97 0.00133016 -69.9595 -50 0
98 0.00381579 -69.9608 -50 0
99 0.00321554 -69.9604 -50 0
100 0.00405897 -69.9605 -50 0
101 0.0108213 -69.96 -50 0
102 0.011074 -69.9556 -50 0
103 0.0595855 -69.9512 -50 0
104 0.0457306 -69.9181 -50 0
105 0.0424779 -69.895 -50 0
106 0.0207066 -69.8749 -50 0
107 0.0803174 -69.8688 -50 0
108 0.0204204 -69.8275 -50 0
109 0.015945 -69.8239 -50 0
110 0.106322 -69.8232 -50 0
111 0.0118922 -69.7687 -50 0
112 0.0787014 -69.7731 -50 0
113 0.0502478 -69.7375 -50 0
114 0.209626 -69.7206 -50 0
115 0.027654 -69.6097 -50 0
116 0.196054 -69.6126 -50 0
117 0.134588 -69.5152 -50 0
118 0.0388299 -69.4592 -50 0
119 0.141522 -69.4629 -50 0
120 0.0709783 -69.4053 -50 0
121 0.0586869 -69.3925 -50 0
122 0.450864 -69.3877 -50 0
123 0.181151 -69.1498 -50 0
124 0.144788 -69.0842 -50 0
125 0.177973 -69.0435 -50 0
126 0.285705 -68.985 -50 0
127 0.173732 -68.8653 -50 0
128 0.242034 -68.8182 -50 0
129 0.951304 -68.7327 -50 0
130 0.237348 -68.2296 -50 0
131 0.422474 -68.1761 -50 0
132 0.179384 -68.0152 -50 0
133 0.97089 -68.0068 -50 0
134 0.765455 -67.528 -50 0
135 0.584885 -67.1951 -50 0
136 0.645779 -66.9862 -50 0
137 1.39585 -66.7513 -50 0
138 0.376522 -66.082 -50 0
139 0.698144 -66.0522 -50 0
140 2.2084 -65.8324 -50 0
141 0.368719 -64.7252 -50 0
142 2.06307 -64.7672 -50 0
143 1.64626 -63.7992 -50 0
144 0.514957 -63.1272 -50 0
145 1.74482 -63.1615 -50 0
146 1.50968 -62.4624 -50 0
147 0.889741 -61.9379 -50 0
148 0.812583 -61.8083 -50 0
149 2.30256 -61.7308 -50 0
150 1.13115 -60.7709 -50 0
151 2.0545 -60.5554 -50 0
152 1.74132 -59.8013 -50 0
153 4.20141 -59.2707 -50 0
154 1.67798 -57.3031 -50 0
155 2.98164 -56.9341 -50 0
156 2.89238 -55.8079 -50 0
157 5.01158 -54.7904 -50 0
158 2.47648 -52.5629 -50 0
159 3.2875 -51.9539 -50 0
160 4.02379 -50.8926 -50 0
161 5.36773 -100 0 1
162 3.81518 -95.3189 -0.5 0
163 5.76807 -91.7932 -0.995 0
164 5.87136 -87.2806 -1.48505 0
165 6.70322 -82.9303 -1.9702 0
166 4.23742 -78.301 -2.4505 0
167 8.5804 -75.3677 -2.92599 0
168 5.38129 -69.9965 -3.39673 0
169 5.40216 -66.7948 -3.86277 0
170 11.2626 -63.7389 -4.32414 0
171 4.25118 -57.3488 -4.7809 0
172 9.20881 -55.4461 -5.23309 0
173 8.82656 -50.6886 -5.68076 0
174 5.9201 -46.3946 -6.12395 0
175 11.1442 -44.042 -6.56271 0
176 10.5616 -38.6984 -6.99708 0
